名称,类型,经度,纬度,地址,省份,城市,区县
电动汽车充电站,汽车服务;充电站;充电站,117.272363,31.914,荣城花园南苑对面,安徽省,合肥市,庐阳区
保时捷汽车充电站(合肥庐阳保时捷中心充电站),汽车服务;充电站;充电站,117.273396,31.905187,蒙城北路780号(蒙城北路与涡阳路交叉口),安徽省,合肥市,庐阳区
依威能源汽车充电站(潇然居),汽车服务;充电站;充电站,117.285707,31.913433,阜阳北路东200米潇然居地下停车场,安徽省,合肥市,庐阳区
依威能源汽车充电站(天赐园店),汽车服务;充电站;充电站,117.27376,31.901855,蒙城北路与二环路交汇处向前300米天赐园地下停车场,安徽省,合肥市,庐阳区
依威能源汽车充电站(龙源丽景藕塘路),汽车服务;充电站;充电站,117.273936,31.893326,固镇路与藕塘路交叉口东南150米龙源丽景地面停车场,安徽省,合肥市,庐阳区
依威能源汽车充电站(金荷苑店),汽车服务;充电站;充电站,117.272844,31.893079,藕塘路257号金荷苑地下停车场,安徽省,合肥市,庐阳区
依威能源汽车充电站(上城国际·丁香苑),汽车服务;充电站;充电站,117.281286,31.893029,上城国际丁香苑停车场,安徽省,合肥市,庐阳区
中国石化汽车充电站(融侨悦城充电站),汽车服务;充电站;充电站,117.281608,31.920512,阜阳北路1049号,安徽省,合肥市,庐阳区
云快充汽车充电站(安远荷塘路充电站),汽车服务;充电站;充电站,117.282777,31.939444,荷塘路3号,安徽省,合肥市,庐阳区
星星充电汽车充电站(星星充电-合肥皖中大厦),汽车服务;充电站;充电站,117.279008,31.925988,庐阳工业区阜阳北路1247号庐阳工业园内地面停车场(皖中明悦国际酒店旁),安徽省,合肥市,庐阳区
特来电汽车充电站(安徽枫绅物流园充电站),汽车服务;充电站;充电站,117.286929,31.929885,天河路346号安徽枫绅仓储物流园地面停车场,安徽省,合肥市,庐阳区
汽车充电站(毅威充电站毅威电动华林超级充电站),汽车服务;充电站;充电站,117.280143,31.920551,阜阳北路1224号,安徽省,合肥市,庐阳区
汽车充电站(蓝鲤融侨悦里站),汽车服务;充电站;充电站,117.2826,31.918921,阜阳北路526号融侨悦里负一层,安徽省,合肥市,庐阳区
特来电充电站(耀远路蚁聚超充站),汽车服务;充电站;充电站,117.253748,31.91782,庐阳工业区电厂路地面停车场,安徽省,合肥市,庐阳区
易佳电汽车充电站(易佳电蓝鲤蚁聚充电站),汽车服务;充电站;充电站,117.253717,31.91788,"庐阳工业园电厂路(显示红色告警的,请更换设备)",安徽省,合肥市,庐阳区
特来电汽车充电站(合肥宝利丰宝马充电站),汽车服务;充电站;充电站,117.259911,31.94197,蒙城北路2100号,安徽省,合肥市,庐阳区
依威能源汽车充电站(恒盛·皇家花园3期),汽车服务;充电站;充电站,117.26767,31.92284,丽水路附近恒盛·皇家花园3期,安徽省,合肥市,庐阳区
依威能源汽车充电站(恒盛·皇家花园2期),汽车服务;充电站;充电站,117.26583,31.924551,连水路附近恒盛·皇家花园2期,安徽省,合肥市,庐阳区
云谷能源充电站(合肥绿达恒信店),汽车服务;充电站;充电站,117.264036,31.918183,蒙城北路349号,安徽省,合肥市,庐阳区
普天充电站(合肥宝利丰汽车销售服务有限公司),汽车服务;充电站;充电站,117.259654,31.941808,蒙城北路2100号,安徽省,合肥市,庐阳区
星星充电汽车充电站(星星充电-西二环),汽车服务;充电站;充电站,117.215884,31.844996,西二环路环东小区旁军源八一驾校环东训练基地内,安徽省,合肥市,蜀山区
中国石化汽车充电站(高新区充电站),汽车服务;充电站;充电站,117.2141,31.847914,中国石化高新区加油站,安徽省,合肥市,蜀山区
蜀山智选假日酒店小桔快速充电站,汽车服务;充电站;充电站,117.220117,31.856232,长江西路656号地面停车场(十里庙地铁站D口步行280米),安徽省,合肥市,蜀山区
易佳电汽车充电站(易佳电蓝鲤西二环充电站),汽车服务;充电站;充电站,117.21634,31.845114,西二环路军源八一驾校(环东训练基地)内,安徽省,合肥市,蜀山区
小桔充电汽车充电站(合肥市蜀山区十里庙),汽车服务;充电站;充电站,117.222574,31.853597,怀宁路十里庙地铁站东侧地面停车场(桃园饭店旁),安徽省,合肥市,蜀山区
汽车充电站,汽车服务;充电站;充电站,117.223969,31.860723,十里店路与洞山路交叉口北40米,安徽省,合肥市,蜀山区
依威能源汽车充电站(新西茗阁),汽车服务;充电站;充电站,117.210423,31.855571,长江西路665附近新西茗阁地下停车场25,安徽省,合肥市,蜀山区
汽车充电站(御琴湾地面停车场),汽车服务;充电站;充电站,117.227577,31.857284,"五里墩街道,御琴湾小区进门左转地面停车场",安徽省,合肥市,蜀山区
依威能源汽车充电站(大溪地5期),汽车服务;充电站;充电站,117.224156,31.848156,岳西路1号大溪地5期地下停车场,安徽省,合肥市,蜀山区
汽车充电站(蜀沁园东区),汽车服务;充电站;充电站,117.22459,31.863058,"井岗镇,樊洼路与十里店路交口蜀沁园东区进门左转4号楼北边地面停车位",安徽省,合肥市,蜀山区
依威能源汽车充电站(环东小区北区),汽车服务;充电站;充电站,117.21552,31.845264,高新技术产业开发区环湖南路环东社区7栋环东小区地面停车场,安徽省,合肥市,蜀山区
汽车充电站(印敦佳园充电站内部专用-不对外),汽车服务;充电站;充电站,117.221675,31.860904,井岗镇胖子饭店(公园道一号店)印敦佳园,安徽省,合肥市,蜀山区
特来电汽车充电站(民生大厦充电站),汽车服务;充电站;充电站,117.223073,31.863748,井岗镇民生大厦,安徽省,合肥市,蜀山区
中国石化汽车充电站(清溪路充电站),汽车服务;充电站;充电站,117.242359,31.871397,中国石化清溪路加气站,安徽省,合肥市,蜀山区
达克云汽车充电站(庐州公园店),汽车服务;充电站;充电站,117.23301,31.886181,庐州公园东北门停车场,安徽省,合肥市,庐阳区
壳牌充电汽车充电站(壳牌合肥翰林宴地面快充站),汽车服务;充电站;充电站,117.2377,31.88931,四里河路66号翰林宴酒店地面停车场,安徽省,合肥市,庐阳区
闪象智充汽车充电站(元丰汽车超充),汽车服务;充电站;充电站,117.248764,31.884209,四里河路与临泉路交口东北角合肥元丰汽车服务有限公司停车场,安徽省,合肥市,庐阳区
蔚来能源汽车充电站(合肥中石油中环站),汽车服务;充电站;充电站,117.23964,31.874786,潜山北路天一家园西门路对面,安徽省,合肥市,蜀山区
奥迪汽车充电站(合肥万科广场),汽车服务;充电站;充电站,117.234059,31.892252,"合肥四里河路599号B1层PA085,PA086,PA087(3个)车位",安徽省,合肥市,庐阳区
特斯拉超级充电站(合肥万科广场),汽车服务;充电站;充电站,117.233212,31.892153,四里河万科广场地下停车场B1层A区(入口紫荆路)/地锁密码5658,安徽省,合肥市,庐阳区
特斯拉超级充电站(合肥四里河红星美凯龙),汽车服务;充电站;充电站,117.243164,31.878885,四里河路与潜山路交口西北角美凯龙地面停车场/入口潜山北路,安徽省,合肥市,庐阳区
汽车充电站(中石化石化易电),汽车服务;充电站;充电站,117.249267,31.874962,四里河街道西一环路辅路商鼎公园(东南角),安徽省,合肥市,庐阳区
星星充电汽车充电站(天一家园),汽车服务;充电站;充电站,117.237941,31.872454,清溪路与潜山路交叉口东北,安徽省,合肥市,蜀山区
蔚来目的地充电站(万科中心店),汽车服务;充电站;充电站,117.24568,31.879336,四里河街道万科中心地下停车场2488,安徽省,合肥市,庐阳区
汽车充电站(思和苑),汽车服务;充电站;充电站,117.248622,31.876127,四里河街道思和苑小区地面停车位,安徽省,合肥市,庐阳区
依威能源汽车充电站(天一大厦店),汽车服务;充电站;充电站,117.239559,31.87287,清溪路27号附近天一大厦地下停车场,安徽省,合肥市,蜀山区
依威能源汽车充电站(黎阳嘉苑),汽车服务;充电站;充电站,117.246056,31.873105,黎阳嘉苑地下停车场10,安徽省,合肥市,蜀山区
云快充汽车充电站(合肥庐阳迎松路云臻里),汽车服务;充电站;充电站,117.236673,31.884162,秋葵路与迎松路交口东南,安徽省,合肥市,庐阳区
星星充电汽车充电站(蔚尔庐州府超充站),汽车服务;充电站;充电站,117.220109,31.891608,大杨镇怀宁北路国网安徽省电力公司南5米停车场,安徽省,合肥市,庐阳区
国家电网充电站,汽车服务;充电站;充电站,117.214275,31.88752,大杨镇中国石化固镇路油气电合建站地面停车场,安徽省,合肥市,庐阳区
弘电e充汽车充电站(弘电e充·怀宁北路充电站),汽车服务;充电站;充电站,117.221209,31.88982,"怀宁北路与固镇路交口往北五十米,庐州公园P6停车场",安徽省,合肥市,庐阳区
中国石化固镇路充电站,汽车服务;充电站;充电站,117.213979,31.887812,西二环路与固镇路交口,安徽省,合肥市,庐阳区
极氪能源汽车充电站(合肥北辰旭辉中心极充站),汽车服务;充电站;充电站,117.219829,31.889381,北辰旭辉中心B1层,安徽省,合肥市,庐阳区
特斯拉超级充电站(合肥北辰旭辉中心),汽车服务;充电站;充电站,117.219696,31.889282,固镇路与怀宁北路交口合肥北辰旭辉中心地下停车场负一层B区/入口固镇路,安徽省,合肥市,庐阳区
开迈斯汽车充电站(合肥市北辰旭辉中心站),汽车服务;充电站;充电站,117.219574,31.889294,怀宁北路与固镇路交口北辰旭辉中心地下停车场B1层,安徽省,合肥市,庐阳区
小桔充电汽车充电站(幸福智充金宝马),汽车服务;充电站;充电站,117.269307,31.954968,林店街道阜阳北路尚爵鼎喜宴会酒店,安徽省,合肥市,庐阳区
壳牌充电汽车充电站(壳牌合肥长丰庐州天地地下快充站),汽车服务;充电站;充电站,117.265465,31.9665,双墩镇金江路26号金大地庐州天地负一层C区,安徽省,合肥市,长丰县
驴充充汽车充电站(恒泰城宫),汽车服务;充电站;充电站,117.25792,31.95826,恒泰城宫恒泰城宫-94栋,安徽省,合肥市,长丰县
星星充电汽车充电站(融科梧桐里),汽车服务;充电站;充电站,117.268979,31.959842,阜阳路与金宁路交叉口,安徽省,合肥市,长丰县
驴充充汽车充电站(恒泰城果二期),汽车服务;充电站;充电站,117.26045,31.956036,金宁路恒泰城果-二期,安徽省,合肥市,长丰县
驴充充汽车充电站(恒泰城果1期),汽车服务;充电站;充电站,117.26143,31.956383,金宁路辅路恒泰城果1期(双凤地铁站A口步行410米),安徽省,合肥市,长丰县
蔚来能源目的地充电站(内部使用合肥工投创智天地),汽车服务;充电站;充电站,117.26296,31.95127,阜阳路与北城大道交口,安徽省,合肥市,庐阳区
超翔汽车充电站(合肥北宸紫郡),汽车服务;充电站;充电站,117.26185,31.965061,新城北宸紫郡,安徽省,合肥市,长丰县
汽车充电站(合肥充电徐桥苑菜市站),汽车服务;充电站;充电站,117.2676,31.954255,阜阳北路004号,安徽省,合肥市,庐阳区
合肥充电合肥市北城凤仪路停车场汽车充电站,汽车服务;充电站;充电站,117.275034,31.964077,凤仪路与双凤路交口西南侧,安徽省,合肥市,长丰县
合肥市长丰县魏武路停车场充电站,汽车服务;充电站;充电站,117.277652,31.984482,凤霞路双凤工业区,安徽省,合肥市,长丰县
特来电汽车充电站(毅威出行王中王蜂充电站),汽车服务;充电站;充电站,117.275116,31.973506,双墩镇凤麟路23号安徽王中王蜂产品有限公司,安徽省,合肥市,长丰县
星星充电汽车充电站(安徽国际商务职业学院)(内部专用),汽车服务;充电站;专用充电站,117.271034,31.986408,双墩镇思诚楼安徽国际商务职业学院,安徽省,合肥市,长丰县
易佳电汽车充电站(易佳电北城通联超充站),汽车服务;充电站;充电站,117.25964,31.969599,双凤开发区金峰路地面停车场,安徽省,合肥市,长丰县
云快充汽车充电站(科讯电驰合肥北城万达充电站),汽车服务;充电站;充电站,117.263525,31.971054,阜阳北路北城万达广场B2层,安徽省,合肥市,长丰县
特来电汽车充电站(合肥彬达大厦充电站),汽车服务;充电站;充电站,117.25976,31.983172,阜阳北路与魏武路交叉口地面停车场,安徽省,合肥市,长丰县
特来电汽车充电站(北城通联超充站),汽车服务;充电站;充电站,117.259552,31.969491,双凤开发区金峰路地面停车场,安徽省,合肥市,长丰县
星星充电汽车充电站(星星充电海靓检测站),汽车服务;充电站;充电站,117.260153,31.981346,"双凤开发区阜阳北路辅路海靓检测站内,阜阳北路与魏武路交口的西南角地面停车场",安徽省,合肥市,长丰县
特来电汽车充电站(毅威出行光明北部湾),汽车服务;充电站;充电站,117.26372,31.982944,魏武路与凤庆路交口南100米光明北部湾地下车库入口处地面停车场,安徽省,合肥市,长丰县
蔚享天成汽车充电站(金色里程.),汽车服务;充电站;充电站,117.262856,31.968412,合水路路与金海路交汇处,安徽省,合肥市,长丰县
小鹏汽车汽车充电站(合肥北城万达广场小鹏超充站),汽车服务;充电站;充电站,117.262681,31.971702,万达广场北城店地下停车场,安徽省,合肥市,长丰县
广州蔚星汽车充电站(创科智充),汽车服务;充电站;充电站,117.25024,31.978891,双墩镇润梅路11号凤梅家园,安徽省,合肥市,长丰县
蔚享天成汽车充电站(瑞龙花园),汽车服务;充电站;充电站,117.25179,31.98151,瑞龙花园,安徽省,合肥市,长丰县
云快充汽车充电站(长丰县双凤工业区医院),汽车服务;充电站;充电站,117.264135,31.975801,金梅路与凤庆路交口,安徽省,合肥市,长丰县
皖小能汽车充电站(中试城安徽总部基地),汽车服务;充电站;充电站,117.266,31.976662,中国中试城安徽总部基地双凤经济开发区金梅路东016号,安徽省,合肥市,长丰县
能效邻里共享汽车充电站(凤永充电桩),汽车服务;充电站;充电站,117.26788,31.967154,凤麟路58号凤永(合肥)五金有限公司,安徽省,合肥市,长丰县
云快充汽车充电站(科讯电驰合肥瑶海万达充电站),汽车服务;充电站;充电站,117.350921,31.876287,临泉东路万达广场B2层M区,安徽省,合肥市,瑶海区
小桔充电汽车充电站(合肥市瑶海区万邻坊商业街),汽车服务;充电站;充电站,117.356935,31.879753,万邻坊商业街,安徽省,合肥市,瑶海区
易佳电汽车充电站(易佳电蓝鲤万邻坊充电站),汽车服务;充电站;充电站,117.356784,31.879737,史城路与龙腾路交口东北80米来客居龙腾家园廉租房1栋东侧地上停车位,安徽省,合肥市,瑶海区
开迈斯汽车充电站(合肥市柏庄金座站),汽车服务;充电站;充电站,117.350732,31.869501,长江东路294号柏庄金座地下停车场B区-180,安徽省,合肥市,瑶海区
依威能源汽车充电站(泰然居),汽车服务;充电站;充电站,117.354951,31.879754,史城路西150米泰然居,安徽省,合肥市,瑶海区
合肥广德路广汽能源快充汽车充电站,汽车服务;充电站;充电站,117.363993,31.879978,龙岗综合经济开发区广德路海洲·景秀世家3期地面停车场,安徽省,合肥市,瑶海区
汽车充电站(小朗充电-海尔智慧公馆七期),汽车服务;充电站;充电站,117.361703,31.868873,海尔智慧公馆车库负一层A1区8栋1054-1066车位、维也纳酒店地下停车场1205-1221车位,安徽省,合肥市,瑶海区
汽车充电站(毅威电动新天地站),汽车服务;充电站;充电站,117.364028,31.877779,临泉东路17号,安徽省,合肥市,瑶海区
汽车充电站(小朗充电-海尔智慧公馆一期),汽车服务;充电站;充电站,117.363337,31.873052,"临泉东路与广德路交口西南海尔智慧公馆一期地下负一层车位号1155-1159,1289-1293",安徽省,合肥市,瑶海区
国家电网汽车充电站(安徽省合肥市瑶海区新汴河路停车场充电站),汽车服务;充电站;充电站,117.369948,31.890986,新汴河路(新站消防)旁,安徽省,合肥市,瑶海区
星星充电汽车充电站(星星充电-安徽超联汽车销售服务有限公司),汽车服务;充电站;充电站,117.364081,31.886403,勤居苑地面停车场(包公大道北),安徽省,合肥市,瑶海区
特来电汽车充电站(雷充方米科技园充电站),汽车服务;充电站;充电站,117.358186,31.88913,新海大道1号实验楼101方米科技园区内,安徽省,合肥市,瑶海区
云快充汽车充电站(安徽星闪充),汽车服务;充电站;充电站,117.357584,31.884337,包公大道761号(窦桥湾地铁站B口步行430米),安徽省,合肥市,瑶海区
星星充电汽车充电站(合肥鑫沃物流园)(内部专用),汽车服务;充电站;充电站,117.355415,31.887807,新海大道与文忠路交口耀华科技园,安徽省,合肥市,瑶海区
理想汽车充电站(理想超充站合肥瑶海万邻坊商业街),汽车服务;充电站;充电站,117.357216,31.880438,合肥龙岗综合经济开发区明皇路37号,安徽省,合肥市,瑶海区
依威能源汽车充电站(实嘉·原创生活东区店),汽车服务;充电站;充电站,117.352839,31.887057,纬三路与经三路交叉口东南实嘉·原创生活地下停车场,安徽省,合肥市,瑶海区
依威能源汽车充电站(龙腾家园),汽车服务;充电站;充电站,117.35845,31.881758,包公大道与郎溪路交叉口南200米龙腾家园,安徽省,合肥市,瑶海区
汽车充电站(龙腾家园三期),汽车服务;充电站;充电站,117.355105,31.882119,"龙岗综合经济开发区,包公大道与郎溪路交口南200米龙腾家园三期44栋北侧地上停车",安徽省,合肥市,瑶海区
易佳电汽车充电站(易佳电蓝鲤星闪充电站),汽车服务;充电站;充电站,117.35789,31.884115,郎溪路与包公大道交叉口西南角地面停车场,安徽省,合肥市,瑶海区
汽车充电站(龙腾家园一期),汽车服务;充电站;充电站,117.356711,31.88193,文忠路与明皇路交口西北角龙腾家园二期8栋东侧地上停车位,安徽省,合肥市,瑶海区
依威能源汽车充电站(龙腾家园3期),汽车服务;充电站;充电站,117.355977,31.881321,史城路与明皇路交叉口西150米龙腾家园3期,安徽省,合肥市,瑶海区
小桔充电汽车充电站(帕沃充电合肥市宝业广场小桔),汽车服务;充电站;充电站,117.336398,31.871326,宝业东城广场(北门)合肥市瑶海区宝业东城广场,安徽省,合肥市,瑶海区
特斯拉超级充电站(合肥瑶海宝业东城广场),汽车服务;充电站;充电站,117.33668,31.87144,长江东路504号合肥瑶海宝业东城广场地下停车场负一层B区/入口凤阳东路,安徽省,合肥市,瑶海区
汽车充电站(花冲苑小区),汽车服务;充电站;充电站,117.334701,31.872364,凤阳东路花冲苑小区进门左转地面停车位,安徽省,合肥市,瑶海区
壳牌充电汽车充电站(壳牌合肥天都小区地面慢充站),汽车服务;充电站;充电站,117.33327,31.868053,长江东路560号(东七里地铁站E口步行470米),安徽省,合肥市,瑶海区
壳牌充电汽车充电站(壳牌合肥汪塘东区地面慢充站),汽车服务;充电站;充电站,117.33393,31.874838,汪塘小区东区,安徽省,合肥市,瑶海区
汽车充电站(新能源香格里拉国际中心A座地库),汽车服务;充电站;充电站,117.33704,31.876817,香格里拉国际中心地下停车场,安徽省,合肥市,瑶海区
极氪能源超级充电站(合肥万达广场瑶海店极充站),汽车服务;充电站;充电站,117.3498,31.878698,临泉东路277号万达广场(瑶海店)地下停车场负一层E区E003车位旁边,安徽省,合肥市,瑶海区
汽车充电站(华贝小区二期),汽车服务;充电站;充电站,117.345113,31.871992,"华贝小区地下车库负一层直行50米右拐,直行50米右侧438-443,476-478号停车位",安徽省,合肥市,瑶海区
依威能源汽车充电站(华贝小区),汽车服务;充电站;充电站,117.345616,31.872536,凤阳东路与站塘路交叉口北150米华贝小区地下停车场,安徽省,合肥市,瑶海区
依威能源汽车充电站(瑞园东区),汽车服务;充电站;充电站,117.34629,31.86921,桃园路瑞园东区地面停车场,安徽省,合肥市,瑶海区
依威能源汽车充电站(万福家园),汽车服务;充电站;充电站,117.342595,31.871682,当涂路与凤阳东路交汇处万福家园地面停车场,安徽省,合肥市,瑶海区
汽车充电站(安琪园小区),汽车服务;充电站;充电站,117.340656,31.869965,"七里站街道,长江东路安琪园小区3幢与4幢之间地面停车位",安徽省,合肥市,瑶海区
中国石化汽车充电站(瑶海家具城充电站),汽车服务;充电站;充电站,117.34287,31.887098,瑶海家具世界(批发大市场),安徽省,合肥市,瑶海区
国家电网汽车充电站(安徽省合肥市新站区皇藏裕路社区管委会快充站),汽车服务;充电站;充电站,117.346796,31.891933,颍河路与玉石山路交叉口东南180米地面停车场,安徽省,合肥市,瑶海区
理想汽车充电站(理想5C超充站理想汽车合肥瑶海国际汽车城零售中心),汽车服务;充电站;充电站,117.341064,31.88374,国际汽车城东二号理想汽车(方庙地铁站D口步行170米),安徽省,合肥市,瑶海区
特来电充电站(特来电中盛鞋业),汽车服务;充电站;充电站,117.342524,31.891661,"当涂北路与皇藏峪路交口向北150米,云天幼儿园门口地面停车场",安徽省,合肥市,瑶海区
特来电汽车充电站(永明服装厂),汽车服务;充电站;充电站,117.349007,31.892381,工业园皇藏峪路3号百帮创业园地面停车场,安徽省,合肥市,瑶海区
汽车充电站(林语人家),汽车服务;充电站;充电站,117.348483,31.886336,"瑶海区工业园,大泽路与鹿鸣山路交口西南角林语人家小区11栋南侧",安徽省,合肥市,瑶海区
依威能源汽车充电站(蓝天公寓),汽车服务;充电站;充电站,117.349037,31.882229,蓝天公寓地面停车场,安徽省,合肥市,瑶海区
中盛鞋业汽车充电站,汽车服务;充电站;充电站,117.342532,31.891698,当涂北路与皇藏峪路交叉口北140米,安徽省,合肥市,瑶海区
小桔充电汽车充电站(倍来充合肥西二环小桔),汽车服务;充电站;充电站,117.21089,31.82513,笔架山街道西二环路3号亿诺商务中心停车场入口50米右转,安徽省,合肥市,蜀山区
国家电网汽车充电站(安徽省合肥市蜀山区合欢路中石化加油站充电站),汽车服务;充电站;充电站,117.211035,31.824844,笔架山街道中国石化加油站地面停车场,安徽省,合肥市,蜀山区
壳牌充电汽车充电站(壳牌合肥蚁族公寓地面快充站),汽车服务;充电站;充电站,117.21305,31.824414,西二环环湖东路388号蚁创商务中心地面停车场,安徽省,合肥市,蜀山区
蔚来换电站(合肥亚夏汽车城二代站),汽车服务;充电站;充电站,117.210128,31.830496,天智路669号,安徽省,合肥市,蜀山区
依威能源汽车充电站(福斯中心),汽车服务;充电站;充电站,117.216872,31.830482,翡翠路1599号附近福斯中心地下停车场,安徽省,合肥市,蜀山区
国家电网汽车充电站(安徽省合肥市蜀山区政务中心停车场快充站),汽车服务;充电站;充电站,117.228085,31.823115,合肥政务广场地面停车场,安徽省,合肥市,蜀山区
中国石化汽车充电站(市政务中心充电站),汽车服务;充电站;充电站,117.2256,31.822859,笔架山街道政务环路安徽省生态环境厅,安徽省,合肥市,蜀山区
小鹏汽车充电站(开放运营-小鹏超充合肥天鹅湖万达广场站),汽车服务;充电站;充电站,117.22011,31.819527,万达广场天鹅湖店地下停车场,安徽省,合肥市,蜀山区
蔚来超级充电站,汽车服务;充电站;充电站,117.226265,31.822869,笔架山街道东流路合肥市行政服务中心,安徽省,合肥市,蜀山区
极氪能源超级充电站(合肥万达广场天鹅湖店超充站),汽车服务;充电站;充电站,117.22017,31.819485,笔架山街道南二环路3818号万达广场(天鹅湖店)地下停车场负二层D区D054号车位旁,安徽省,合肥市,蜀山区
云快充汽车充电站(云快充汽车充电站杨塘站),汽车服务;充电站;充电站,117.227,31.820301,古城镇杨塘社区,安徽省,合肥市,蜀山区
奥迪汽车充电站(合肥万达广场天鹅湖店),汽车服务;充电站;充电站,117.220857,31.820099,南二环路3818号B2层3个停车位(E183、E184、E185),安徽省,合肥市,蜀山区
云快充汽车充电站(阜阳市委综合楼地下停车场新能源汽车充电),汽车服务;充电站;充电站,117.229543,31.829128,市委综合楼地下停车场负一楼,安徽省,合肥市,蜀山区
BMW汽车充电站,汽车服务;充电站;充电站,117.220722,31.819315,聚云峰路与南二环路辅路交叉口北120米,安徽省,合肥市,蜀山区
依威能源汽车充电站(翠宁雅苑),汽车服务;充电站;充电站,117.220139,31.829599,休宁路与怀宁路交叉口翠宁雅苑地下停车场005,安徽省,合肥市,蜀山区
易威斯新能源汽车充电站(暂停营业),汽车服务;充电站;充电站,117.226095,31.820446,政务环路与高河西路交叉口东南160米,安徽省,合肥市,蜀山区
星星充电汽车充电站(天然居金陵春梦足浴会所1)(暂停营业),汽车服务;充电站;充电站,117.227,31.820301,华冶天然局商业停车场,安徽省,合肥市,蜀山区
达克云汽车充电站(新粮仓商业合集充电站),汽车服务;充电站;充电站,117.221245,31.837873,怀宁路新粮仓文化商业合集停车场,安徽省,合肥市,蜀山区
小桔充电汽车充电站(帕沃充电合肥市皇冠酒店小桔),汽车服务;充电站;充电站,117.215831,31.842703,合肥皇冠假日酒店地下停车场(出入口),安徽省,合肥市,蜀山区
特斯拉超级充电站(合肥蜀山高新特斯拉中心),汽车服务;充电站;充电站,117.211975,31.830666,环湖东路19号特斯拉中心地面停车场,安徽省,合肥市,蜀山区
汽车充电站(合肥充电蜀山区欣塘家园充电站),汽车服务;充电站;充电站,117.213875,31.833669,望江西路与西二环路辅路交叉口北40米,安徽省,合肥市,蜀山区
易佳电汽车充电站(易佳电企融大厦场站),汽车服务;充电站;充电站,117.21229,31.835749,西二环路辅路,安徽省,合肥市,蜀山区
依威能源汽车充电站(和谐花园2号楼商办楼),汽车服务;充电站;充电站,117.21814,31.839718,和谐花园2号楼商办楼地下停车场,安徽省,合肥市,蜀山区
依威能源汽车充电站(欣塘家园),汽车服务;充电站;充电站,117.214134,31.83449,井岗镇西二环路396号,安徽省,合肥市,蜀山区
时代智谷创业园汽车充电站,汽车服务;充电站;充电站,117.211523,31.838327,[],安徽省,合肥市,蜀山区
中国石化汽车充电站(大众充电站),汽车服务;充电站;充电站,117.25108,31.819872,休宁路与合作化路交口西南角,安徽省,合肥市,蜀山区
特来电汽车充电站(杜岗游园二期超充站),汽车服务;充电站;充电站,117.256046,31.820985,杜岗游园地面停车场,安徽省,合肥市,蜀山区
云快充汽车充电站(大电官合肥安高开元酒店广场站),汽车服务;充电站;充电站,117.251985,31.829427,安高广场地面停车场,安徽省,合肥市,蜀山区
极氪能源超级充电站(合肥蜀山唯品会城市奥莱超充站),汽车服务;充电站;充电站,117.25337,31.818474,金寨南路811号唯品会城市奥莱地下停车场006,安徽省,合肥市,蜀山区
特斯拉超级充电站(合肥蜀山万象汇),汽车服务;充电站;充电站,117.251342,31.828798,望江西路123号蜀山万象汇地下停车场1A(合作化南路辅路),安徽省,合肥市,蜀山区
开迈斯汽车充电站(合肥市蜀山万象汇站),汽车服务;充电站;充电站,117.25097,31.82883,望江西路123号蜀山万象汇地下停车场B031,安徽省,合肥市,蜀山区
特来电汽车充电站(杜岗游园二期超充站),汽车服务;充电站;充电站,117.256718,31.821021,杜岗游园停车场,安徽省,合肥市,蜀山区
蔚来换电站(合肥中石化政务壹号),汽车服务;充电站;充电站,117.25075,31.820007,合作化南路与居郢路交口中石化加能站内,安徽省,合肥市,蜀山区
易佳电汽车充电站(易佳电蓝鲤杜岗游园充电站),汽车服务;充电站;充电站,117.25644,31.821115,"稻香村街道杜岗游园杜岗停车场(显示红色告警的,请更换设备)",安徽省,合肥市,蜀山区
汽车充电站(小朗充电-康馨名家),汽车服务;充电站;充电站,117.25599,31.824653,稻香村街道肥西路与水阳江路交口合肥康馨名家小区地下停车场下车库后右转5米,安徽省,合肥市,蜀山区
依威能源汽车充电站(自由舱公寓),汽车服务;充电站;充电站,117.256156,31.819493,金寨路与乌江路交叉口自由舱公寓地面停车场,安徽省,合肥市,蜀山区
皖小能汽车充电站(工人文化宫),汽车服务;充电站;充电站,117.264114,31.82407,昭潭路与牧童路交叉口东南120米,安徽省,合肥市,包河区
开迈斯汽车充电站(合肥市金隅南七天地站),汽车服务;充电站;充电站,117.263345,31.828695,金寨路与望江路交口西南角金隅南七天地B3层D区,安徽省,合肥市,蜀山区
小鹏超级充电站(开放运营-小鹏S4超快充合肥南七天地站),汽车服务;充电站;充电站,117.263374,31.828665,金寨路与望江西路交口金隅南七天地,安徽省,合肥市,蜀山区
云快充汽车充电站(小豹充充维也纳国际酒店南七店),汽车服务;充电站;充电站,117.266445,31.829615,望江东路88号地面停车场,安徽省,合肥市,包河区
依威能源汽车充电站(晨光苑店),汽车服务;充电站;充电站,117.267596,31.82194,宿松路与水阳江路交叉口晨光苑南苑,安徽省,合肥市,包河区
依威能源汽车充电站(天之然停车场),汽车服务;充电站;充电站,117.269553,31.827793,芜湖路街道宿松路538号地面停车场,安徽省,合肥市,包河区
云快充汽车充电站(李),汽车服务;充电站;充电站,117.264757,31.835358,合肥华运机械制造有限公司,安徽省,合肥市,蜀山区
汽车充电站(合力家园B区),汽车服务;充电站;充电站,117.260443,31.832333,稻香村街道合力家园,安徽省,合肥市,蜀山区
